,stars,text,title,review_date,rating,clean_text,sentiment
231,3.0 out of 5 stars,"









  
  
    
  , it's average product not good or excellent. It's not high speed (it's mentioned but not true) it's just increses storage. If you're looking for a quality product (I mean for a quality video and pictures and others speed related) definitely it's not for you. If you want normal + speed and only big storage then go for it's

  
",Samsung evo plus 128 gb UHS 3,Reviewed in India on 11 December 2017,3,it be average product not good or excellent It be not high speed it be mention but not true it be just increse storage if you be look for quality product I mean for quality video and picture and other speed relate definitely it be not for you if you want normal speed and only big storage then go for it be,neg
232,5.0 out of 5 stars,"









  
  
    
  class 10 - U3 type micro sd card is suitable to record HD videos to the memory card without any interruptions.great pdtexcellant data transfer speedvalue fr moneyreliable brand

  
",excellant data transfer speed,Reviewed in India on 3 June 2020,5,class type micro sd card be suitable to record hd video to the memory card without any interruptionsgreat pdtexcellant datum transfer speedvalue fr moneyreliable brand,neu
233,5.0 out of 5 stars,"









  
  
    
  Very nice service by Samsung, after putting it in wallet it was not working so I got it replaced very easily from the service centre. Have to be careful when not using

  
",Excellent,Reviewed in India on 12 November 2018,5,very nice service by Samsung after put it in wallet it be not work so I get it replace very easily from the service centre have to be careful when not use,pos
234,5.0 out of 5 stars,"









  
  
    
  I got this in prime day around 1.3k for my Samsung tablet A, This is bang for buck.Pros1-read write speeds are quite good, I get around 40mb/s or more.2-provide extra card holder for laptop3-storage is nice for the money and speedCons -noneMe: The best SD card you can buy

  
",Worth it,Reviewed in India on 11 April 2019,5,I get this in prime day around for my Samsung tablet this be bang for buck prosread write speed be quite good I get around mb or moreprovide extra card holder for laptopstorage be nice for the money and speedcon noneme the good sd card you can buy,pos
235,5.0 out of 5 stars,"









  
  
    
  In my honest opinion both this and sandisc ultra are the best memory cards (exept for gopros) avilable at the market for a reasonable price.Whenever  i need one i just check the price of both and select the cheaper one at that time

  
",Normally i dont look further,Reviewed in India on 8 March 2020,5,in my honest opinion both this and sandisc ultra be the good memory card exept for gopro avilable at the market for reasonable price whenever need just check the price of both and select the cheap at that time,pos
236,4.0 out of 5 stars,"









  
  
    
  I am not an expert on storage devices.i wanted an SD card and it was reasonably priced and bought it.no opinion as to the quality.Took lot of time to transfer files.

  
",Good,Reviewed in India on 22 July 2019,4,I be not an expert on storage devicesi want an sd card and it be reasonably price and buy opinion as to the quality take lot of time to transfer file,neu
237,5.0 out of 5 stars,"









  
  
    
  Purchased it for my mobile phone. Xperia XZ2. No formatting issues or anything. Works fine.

  
",256GB U3,Reviewed in India on 25 October 2018,5,purchase it for my mobile phone Xperia XZ no format issue or anything work fine,neg
238,5.0 out of 5 stars,"









  
  
    
  I had used Samsung memory card before.. And it was not having any problems. Sandisk and Samsung both are same.. And day to day life u won't notice any difference when it comes to speed and blah blah... Its a 32 gb memory card and serves the purpose.

  
",It does what it is made for.,Reviewed in India on 5 March 2020,5,I have use Samsung memory card before and it be not have any problem Sandisk and Samsung both be same and day to day life will not notice any difference when it come to speed and blah blah Its gb memory card and serve the purpose,pos
239,3.0 out of 5 stars,"









  
  
    
  The packaging was very bad. The chip adapter/reader was broken while I opened the packet. The Micro SD Card is working perfectly  .

  
",The packaging was very bad.,Reviewed in India on 4 December 2018,3,the packaging be very bad the chip adapter reader be break while I open the packet the Micro SD Card be work perfectly,pos
240,5.0 out of 5 stars,"









  
  
    
  I got it for 379 Rs wth no cashback or offer. It is good , comes with an adapter also. The card had only 20mb occupied when I first put it in my phone. It means it gives almost 32 gb storage capacity intact. Lot better than SanDisk.

  
","Value for money, if you get it in good price",Reviewed in India on 16 August 2019,5,I get it for wth no cashback or offer It be good come with an adapter also the card have only mb occupied when I first put it in my phone It mean it give almost gb storage capacity intact lot well than SanDisk,neu
241,5.0 out of 5 stars,"









  
  
    
  Superb by Samsung...I record all my 4K videos only on Samsung memory cards bcz the speed writing is marvellous as mentioned by manufacturer.Thank u amazon.

  
",Excellent..,Reviewed in India on 11 December 2017,5,Superb by Samsung I record all my video only on samsung memory card bcz the speed writing be marvellous as mention by manufacturer thank amazon,pos
